2019-06-17 14:20:52,633 INFO - helpers.log_helper - Completed configuring logger.
2019-06-17 14:28:12,776 INFO - __main__ - Completed generating dataset.
2019-06-17 14:28:12,777 INFO - __main__ - Dataset info: {'X_train_np.shape': (621, 1329, 672, 3), 'y_train_np.shape': (621, 1329, 5), 'X_val_np.shape': (207, 1329, 672, 3), 'y_val_np.shape': (207, 1329, 5), 'X_test_np.shape': (208, 1329, 672, 3), 'y_test_np.shape': (208, 1329, 5)}
2019-06-17 14:28:13,060 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/resource_variable_ops.py:435: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
2019-06-17 14:28:13,216 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/keras/layers/core.py:143: calling dropout (from tensorflow.python.ops.nn_ops) with keep_prob is deprecated and will be removed in a future version.
Instructions for updating:
Please use `rate` instead of `keep_prob`. Rate should be set to `rate = 1 - keep_prob`.
2019-06-17 14:28:17,391 WARNING - tensorflow - From /home/ubuntu/anaconda3/envs/tensorflow_p36/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
2019-06-17 14:28:24,920 INFO - models.tcn - Model summary:
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 14:28:24,921 INFO - models.tcn - Variables: name (type shape) [size]
2019-06-17 14:28:24,921 INFO - models.tcn - ---------
2019-06-17 15:24:08,714 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 20] [Learning rate: 2.5544E-03] rmse: 0.0382728727
2019-06-17 15:24:09,018 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 21] [Learning rate: 2.5544E-03] rmse: 0.0351709560
2019-06-17 15:24:09,323 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 22] [Learning rate: 2.5544E-03] rmse: 0.0347589605
2019-06-17 15:24:09,629 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 23] [Learning rate: 2.5544E-03] rmse: 0.0352585153
2019-06-17 15:24:09,934 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 24] [Learning rate: 2.5544E-03] rmse: 0.0161640251
2019-06-17 15:24:10,239 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 25] [Learning rate: 2.5544E-03] rmse: 0.0397447316
2019-06-17 15:24:10,543 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 26] [Learning rate: 2.5544E-03] rmse: 0.0167826946
2019-06-17 15:24:10,848 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 27] [Learning rate: 2.5544E-03] rmse: 0.0580275598
2019-06-17 15:24:11,152 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 28] [Learning rate: 2.5544E-03] rmse: 0.0560029302
2019-06-17 15:24:11,458 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 29] [Learning rate: 2.5544E-03] rmse: 0.0252216498
2019-06-17 15:24:11,763 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 30] [Learning rate: 2.5544E-03] rmse: 0.0313176024
2019-06-17 15:24:12,068 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 31] [Learning rate: 2.5544E-03] rmse: 0.0398202710
2019-06-17 15:24:12,373 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 32] [Learning rate: 2.5544E-03] rmse: 0.0586980884
2019-06-17 15:24:12,678 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 33] [Learning rate: 2.5544E-03] rmse: 0.0234453044
2019-06-17 15:24:12,983 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 34] [Learning rate: 2.5544E-03] rmse: 0.0285826232
2019-06-17 15:24:13,288 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 35] [Learning rate: 2.5544E-03] rmse: 0.0216119511
2019-06-17 15:24:13,594 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 36] [Learning rate: 2.5544E-03] rmse: 0.0472185120
2019-06-17 15:24:13,898 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 37] [Learning rate: 2.5544E-03] rmse: 0.0388125064
2019-06-17 15:24:14,203 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 38] [Learning rate: 2.5544E-03] rmse: 0.0198395169
2019-06-17 15:24:14,508 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 39] [Learning rate: 2.5544E-03] rmse: 0.0292987157
2019-06-17 15:24:14,813 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 40] [Learning rate: 2.5544E-03] rmse: 0.0293599334
2019-06-17 15:24:15,118 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 41] [Learning rate: 2.5544E-03] rmse: 0.0295841930
2019-06-17 15:24:15,423 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 42] [Learning rate: 2.5544E-03] rmse: 0.0710554246
2019-06-17 15:24:15,728 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 43] [Learning rate: 2.5544E-03] rmse: 0.0355709702
2019-06-17 15:24:16,032 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 44] [Learning rate: 2.5544E-03] rmse: 0.0248554597
2019-06-17 15:24:16,337 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 45] [Learning rate: 2.5544E-03] rmse: 0.0365366503
2019-06-17 15:24:16,642 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 46] [Learning rate: 2.5544E-03] rmse: 0.0383213422
2019-06-17 15:24:16,947 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 47] [Learning rate: 2.5544E-03] rmse: 0.0399892398
2019-06-17 15:24:17,251 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 48] [Learning rate: 2.5544E-03] rmse: 0.0498961282
2019-06-17 15:24:17,556 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 49] [Learning rate: 2.5544E-03] rmse: 0.0349514380
2019-06-17 15:24:17,861 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 50] [Learning rate: 2.5544E-03] rmse: 0.0238297088
2019-06-17 15:24:18,165 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 51] [Learning rate: 2.5544E-03] rmse: 0.0369986212
2019-06-17 15:24:18,469 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 52] [Learning rate: 2.5544E-03] rmse: 0.0403717051
2019-06-17 15:24:18,774 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 53] [Learning rate: 2.5544E-03] rmse: 0.0369834205
2019-06-17 15:24:19,079 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 54] [Learning rate: 2.5544E-03] rmse: 0.0561276133
2019-06-17 15:24:19,384 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 55] [Learning rate: 2.5544E-03] rmse: 0.0360914828
2019-06-17 15:24:19,689 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 56] [Learning rate: 2.5544E-03] rmse: 0.0318489328
2019-06-17 15:24:19,994 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 57] [Learning rate: 2.5544E-03] rmse: 0.0448538976
2019-06-17 15:24:20,300 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 58] [Learning rate: 2.5544E-03] rmse: 0.0463544407
2019-06-17 15:24:20,606 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 59] [Learning rate: 2.5544E-03] rmse: 0.0244818450
2019-06-17 15:24:20,911 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 60] [Learning rate: 2.5544E-03] rmse: 0.0215768139
2019-06-17 15:24:21,218 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 61] [Learning rate: 2.5544E-03] rmse: 0.0317283743
2019-06-17 15:24:21,523 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 62] [Learning rate: 2.5544E-03] rmse: 0.0196836996
2019-06-17 15:24:21,829 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 63] [Learning rate: 2.5544E-03] rmse: 0.0440432741
2019-06-17 15:24:22,135 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 64] [Learning rate: 2.5544E-03] rmse: 0.0291367826
2019-06-17 15:24:22,439 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 65] [Learning rate: 2.5544E-03] rmse: 0.0162102579
2019-06-17 15:24:22,745 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 66] [Learning rate: 2.5544E-03] rmse: 0.0434944803
2019-06-17 15:24:23,051 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 67] [Learning rate: 2.5544E-03] rmse: 0.0523929182
2019-06-17 15:24:23,357 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 68] [Learning rate: 2.5544E-03] rmse: 0.0440410617
2019-06-17 15:24:23,661 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 69] [Learning rate: 2.5544E-03] rmse: 0.0356165289
2019-06-17 15:24:23,966 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 70] [Learning rate: 2.5544E-03] rmse: 0.0316916123
2019-06-17 15:24:24,271 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 71] [Learning rate: 2.5544E-03] rmse: 0.0472289249
2019-06-17 15:24:24,575 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 72] [Learning rate: 2.5544E-03] rmse: 0.0200877655
2019-06-17 15:24:24,880 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 73] [Learning rate: 2.5544E-03] rmse: 0.0496073370
2019-06-17 15:24:25,185 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 74] [Learning rate: 2.5544E-03] rmse: 0.0242281391
2019-06-17 15:24:25,490 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 75] [Learning rate: 2.5544E-03] rmse: 0.0377096947
2019-06-17 15:24:25,795 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 76] [Learning rate: 2.5544E-03] rmse: 0.0306788854
2019-06-17 15:24:26,100 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 77] [Learning rate: 2.5544E-03] rmse: 0.0213104190
2019-06-17 15:24:26,405 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 78] [Learning rate: 2.5544E-03] rmse: 0.0367737386
2019-06-17 15:24:26,709 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 79] [Learning rate: 2.5544E-03] rmse: 0.0179211018
2019-06-17 15:24:27,014 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 80] [Learning rate: 2.5544E-03] rmse: 0.0151489856
2019-06-17 15:24:27,319 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 81] [Learning rate: 2.5544E-03] rmse: 0.0417432169
2019-06-17 15:24:27,624 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 82] [Learning rate: 2.5544E-03] rmse: 0.0523070354
2019-06-17 15:24:27,928 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 83] [Learning rate: 2.5544E-03] rmse: 0.0358110630
2019-06-17 15:24:28,233 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 84] [Learning rate: 2.5544E-03] rmse: 0.0419287021
2019-06-17 15:24:28,537 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 85] [Learning rate: 2.5544E-03] rmse: 0.0289831681
2019-06-17 15:24:28,842 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 86] [Learning rate: 2.5544E-03] rmse: 0.0382805310
2019-06-17 15:24:29,147 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 87] [Learning rate: 2.5544E-03] rmse: 0.0452018235
2019-06-17 15:24:29,453 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 88] [Learning rate: 2.5544E-03] rmse: 0.0193482333
2019-06-17 15:24:29,757 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 89] [Learning rate: 2.5544E-03] rmse: 0.0363483957
2019-06-17 15:24:30,061 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 90] [Learning rate: 2.5544E-03] rmse: 0.0355816460
2019-06-17 15:24:30,366 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 91] [Learning rate: 2.5544E-03] rmse: 0.0378034274
2019-06-17 15:24:30,670 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 92] [Learning rate: 2.5544E-03] rmse: 0.0470910631
2019-06-17 15:24:30,975 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 93] [Learning rate: 2.5544E-03] rmse: 0.0386782974
2019-06-17 15:24:31,280 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 94] [Learning rate: 2.5544E-03] rmse: 0.0357028553
2019-06-17 15:24:31,585 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 95] [Learning rate: 2.5544E-03] rmse: 0.0363545397
2019-06-17 15:24:31,889 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 96] [Learning rate: 2.5544E-03] rmse: 0.0449262285
2019-06-17 15:24:32,195 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 97] [Learning rate: 2.5544E-03] rmse: 0.0274977816
2019-06-17 15:24:32,500 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 98] [Learning rate: 2.5544E-03] rmse: 0.0272743182
2019-06-17 15:24:32,805 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 99] [Learning rate: 2.5544E-03] rmse: 0.0437320156
2019-06-17 15:24:33,110 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 100] [Learning rate: 2.5544E-03] rmse: 0.0371849849
2019-06-17 15:24:33,415 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 101] [Learning rate: 2.5544E-03] rmse: 0.0386190863
2019-06-17 15:24:33,720 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 102] [Learning rate: 2.5544E-03] rmse: 0.0261236652
2019-06-17 15:24:34,025 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 103] [Learning rate: 2.5544E-03] rmse: 0.0268428307
2019-06-17 15:24:34,330 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 104] [Learning rate: 2.5544E-03] rmse: 0.0454518706
2019-06-17 15:24:34,635 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 105] [Learning rate: 2.5544E-03] rmse: 0.0243945055
2019-06-17 15:24:34,940 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 106] [Learning rate: 2.5544E-03] rmse: 0.0363939953
2019-06-17 15:24:35,244 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 107] [Learning rate: 2.5544E-03] rmse: 0.0348646785
2019-06-17 15:24:35,549 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 108] [Learning rate: 2.5544E-03] rmse: 0.0252052542
2019-06-17 15:24:35,854 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 109] [Learning rate: 2.5544E-03] rmse: 0.0243243405
2019-06-17 15:24:36,159 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 110] [Learning rate: 2.5544E-03] rmse: 0.0455053930
2019-06-17 15:24:36,463 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 111] [Learning rate: 2.5544E-03] rmse: 0.0271004589
2019-06-17 15:24:36,768 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 112] [Learning rate: 2.5544E-03] rmse: 0.0371266704
2019-06-17 15:24:37,072 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 113] [Learning rate: 2.5544E-03] rmse: 0.0198896933
2019-06-17 15:24:37,377 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 114] [Learning rate: 2.5544E-03] rmse: 0.0352735153
2019-06-17 15:24:37,682 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 115] [Learning rate: 2.5544E-03] rmse: 0.0151720912
2019-06-17 15:24:37,987 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 116] [Learning rate: 2.5544E-03] rmse: 0.0352062476
2019-06-17 15:24:38,292 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 117] [Learning rate: 2.5544E-03] rmse: 0.0431601990
2019-06-17 15:24:38,597 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 118] [Learning rate: 2.5544E-03] rmse: 0.0248915951
2019-06-17 15:24:38,902 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 119] [Learning rate: 2.5544E-03] rmse: 0.0390444073
2019-06-17 15:24:39,207 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 120] [Learning rate: 2.5544E-03] rmse: 0.0247390809
2019-06-17 15:24:39,513 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 121] [Learning rate: 2.5544E-03] rmse: 0.0401925295
2019-06-17 15:24:39,818 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 122] [Learning rate: 2.5544E-03] rmse: 0.0423905446
2019-06-17 15:24:40,123 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 123] [Learning rate: 2.5544E-03] rmse: 0.0372941646
2019-06-17 15:24:40,427 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 124] [Learning rate: 2.5544E-03] rmse: 0.0194765525
2019-06-17 15:24:40,732 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 125] [Learning rate: 2.5544E-03] rmse: 0.0410302383
2019-06-17 15:24:41,037 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 126] [Learning rate: 2.5544E-03] rmse: 0.0220781153
2019-06-17 15:24:41,342 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 127] [Learning rate: 2.5544E-03] rmse: 0.0559945398
2019-06-17 15:24:41,646 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 128] [Learning rate: 2.5544E-03] rmse: 0.0335678100
2019-06-17 15:24:41,951 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 129] [Learning rate: 2.5544E-03] rmse: 0.0353755189
2019-06-17 15:24:42,256 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 130] [Learning rate: 2.5544E-03] rmse: 0.0305245077
2019-06-17 15:24:42,560 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 131] [Learning rate: 2.5544E-03] rmse: 0.0254868383
2019-06-17 15:24:42,865 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 132] [Learning rate: 2.5544E-03] rmse: 0.0300360843
2019-06-17 15:24:43,170 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 133] [Learning rate: 2.5544E-03] rmse: 0.0451770820
2019-06-17 15:24:43,476 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 134] [Learning rate: 2.5544E-03] rmse: 0.0393453786
2019-06-17 15:24:43,782 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 135] [Learning rate: 2.5544E-03] rmse: 0.0203753391
2019-06-17 15:24:44,087 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 136] [Learning rate: 2.5544E-03] rmse: 0.0349238866
2019-06-17 15:24:44,393 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 137] [Learning rate: 2.5544E-03] rmse: 0.0212228762
2019-06-17 15:24:44,699 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 138] [Learning rate: 2.5544E-03] rmse: 0.0306460309
2019-06-17 15:24:45,004 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 139] [Learning rate: 2.5544E-03] rmse: 0.0178045861
2019-06-17 15:24:45,309 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 140] [Learning rate: 2.5544E-03] rmse: 0.0357830657
2019-06-17 15:24:45,614 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 141] [Learning rate: 2.5544E-03] rmse: 0.0174904989
2019-06-17 15:24:45,919 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 142] [Learning rate: 2.5544E-03] rmse: 0.0379943970
2019-06-17 15:24:46,224 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 143] [Learning rate: 2.5544E-03] rmse: 0.0712634099
2019-06-17 15:24:46,528 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 144] [Learning rate: 2.5544E-03] rmse: 0.0489646243
2019-06-17 15:24:46,838 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 145] [Learning rate: 2.5544E-03] rmse: 0.0387807640
2019-06-17 15:24:47,143 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 146] [Learning rate: 2.5544E-03] rmse: 0.0302775009
2019-06-17 15:24:47,448 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 147] [Learning rate: 2.5544E-03] rmse: 0.0251830874
2019-06-17 15:24:47,753 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 148] [Learning rate: 2.5544E-03] rmse: 0.0408338310
2019-06-17 15:24:48,057 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 149] [Learning rate: 2.5544E-03] rmse: 0.0286535286
2019-06-17 15:24:48,362 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 150] [Learning rate: 2.5544E-03] rmse: 0.0234838341
2019-06-17 15:24:48,667 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 151] [Learning rate: 2.5544E-03] rmse: 0.0306762148
2019-06-17 15:24:48,973 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 152] [Learning rate: 2.5544E-03] rmse: 0.0384608425
2019-06-17 15:24:49,278 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 153] [Learning rate: 2.5544E-03] rmse: 0.0167430631
2019-06-17 15:24:49,582 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 154] [Learning rate: 2.5544E-03] rmse: 0.0544131392
2019-06-17 15:24:49,887 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 155] [Learning rate: 2.5544E-03] rmse: 0.0229959178
2019-06-17 15:24:50,192 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 156] [Learning rate: 2.5544E-03] rmse: 0.0347501526
2019-06-17 15:24:50,497 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 157] [Learning rate: 2.5544E-03] rmse: 0.0154256830
2019-06-17 15:24:50,802 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 158] [Learning rate: 2.5544E-03] rmse: 0.0315254743
2019-06-17 15:24:51,106 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 159] [Learning rate: 2.5544E-03] rmse: 0.0261187561
2019-06-17 15:24:51,410 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 160] [Learning rate: 2.5544E-03] rmse: 0.0321805655
2019-06-17 15:24:51,715 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 161] [Learning rate: 2.5544E-03] rmse: 0.0413253055
2019-06-17 15:24:52,020 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 162] [Learning rate: 2.5544E-03] rmse: 0.0327615227
2019-06-17 15:24:52,325 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 163] [Learning rate: 2.5544E-03] rmse: 0.0308885288
2019-06-17 15:24:52,630 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 164] [Learning rate: 2.5544E-03] rmse: 0.0347867362
2019-06-17 15:24:52,935 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 165] [Learning rate: 2.5544E-03] rmse: 0.0145827709
2019-06-17 15:24:53,240 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 166] [Learning rate: 2.5544E-03] rmse: 0.0399606696
2019-06-17 15:24:53,545 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 167] [Learning rate: 2.5544E-03] rmse: 0.0428436406
2019-06-17 15:24:53,849 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 168] [Learning rate: 2.5544E-03] rmse: 0.0217061551
2019-06-17 15:24:54,154 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 169] [Learning rate: 2.5544E-03] rmse: 0.0495517822
2019-06-17 15:24:54,458 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 170] [Learning rate: 2.5544E-03] rmse: 0.0340253393
2019-06-17 15:24:54,763 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 171] [Learning rate: 2.5544E-03] rmse: 0.0340575164
2019-06-17 15:24:55,067 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 172] [Learning rate: 2.5544E-03] rmse: 0.0227021541
2019-06-17 15:24:55,373 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 173] [Learning rate: 2.5544E-03] rmse: 0.0357561715
2019-06-17 15:24:55,677 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 174] [Learning rate: 2.5544E-03] rmse: 0.0407734645
2019-06-17 15:24:55,982 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 175] [Learning rate: 2.5544E-03] rmse: 0.0229465465
2019-06-17 15:24:56,287 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 176] [Learning rate: 2.5544E-03] rmse: 0.0231572397
2019-06-17 15:24:56,592 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 177] [Learning rate: 2.5544E-03] rmse: 0.0384734458
2019-06-17 15:24:56,897 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 178] [Learning rate: 2.5544E-03] rmse: 0.0245897208
2019-06-17 15:24:57,201 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 179] [Learning rate: 2.5544E-03] rmse: 0.0353442470
2019-06-17 15:24:57,506 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 180] [Learning rate: 2.5544E-03] rmse: 0.0614098170
2019-06-17 15:24:57,812 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 181] [Learning rate: 2.5544E-03] rmse: 0.0428806561
2019-06-17 15:24:58,117 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 182] [Learning rate: 2.5544E-03] rmse: 0.0317481777
2019-06-17 15:24:58,422 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 183] [Learning rate: 2.5544E-03] rmse: 0.0201045374
2019-06-17 15:24:58,726 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 184] [Learning rate: 2.5544E-03] rmse: 0.0338396426
2019-06-17 15:24:59,031 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 185] [Learning rate: 2.5544E-03] rmse: 0.0340855972
2019-06-17 15:24:59,337 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 186] [Learning rate: 2.5544E-03] rmse: 0.0426707119
2019-06-17 15:24:59,642 INFO - trainers.nn_trainer - [train] [Epoch: 15] [Batch: 187] [Learning rate: 2.5544E-03] rmse: 0.0404109490
